year,unitid,inst_name,address,state_abbr,zip,phone_number,city,county_name,offering_highest_level,region,inst_control,institution_level,sector,fips,chief_admin_name,chief_admin_title,hbcu,primarily_postsecondary,hospital,medical_degree,tribal_college,ein,urban_centric_locale,opeid,offering_highest_degree,currently_active_ipeds,date_closed,duns,title_iv_indicator,offering_undergrad,offering_grad,inst_status,newid,year_deleted,url_school,degree_granting,open_public,postsec_public_active,postsec_public_active_title_iv,inst_system_flag,inst_system_name,reporting_method,inst_category,land_grant,inst_size,inst_alias,url_fin_aid,url_application,cbsa,cbsa_type,csa,necta,comparison_group,longitude,latitude,county_fips,congress_district_id,cc_basic_2010,cc_instruc_undergrad_2010,cc_instruc_grad_2010,cc_undergrad_2010,cc_enroll_2010,cc_size_setting_2010,cc_basic_2000,url_netprice,comparison_group_custom,url_veterans,url_athletes,cc_basic_2015,cc_instruc_undergrad_2015,cc_instruc_grad_2015,cc_undergrad_2015,cc_enroll_2015,cc_basic_2018,cc_instruc_undergrad_2018,cc_instruc_grad_2018,cc_undergrad_2018,cc_enroll_2018,cc_size_setting_2018,cc_basic_2021,cc_instruc_undergrad_2021,cc_instruc_grad_2021,cc_undergrad_2021,cc_enroll_2021,cc_size_setting_2021,cc_size_setting_2015,url_disability_services,ueis
2022,141325,Wesleyan College,4760 Forsyth Road,GA,31210-4462,4784771110,Macon,Bibb County,7,5,2,4,2,13,Meaghan Blight,President,0,1,0,0,0,580593438,12,00160000,20,1,-2,,1,1,1,1,-2,-2,https://www.wesleyancollege.edu/,1,1,1,1,0,-2,1,2,0,1, ,https://www.wesleyancollege.edu/admission/undergraduate/Scholarships-and-Financial-Aid-Home.cfm,https://www.wesleyancollege.edu/admission/applyonline.cfm,31420,1,356,,139,-83.715417,32.876037,13021,1308,21,-1,-1,-1,-1,-1,31,https://wesportal.wesleyancollege.edu/ICS/Net_Price_Calculator/,1, , ,21,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,22,13,10,11,3,8,-1,https://www.wesleyancollege.edu/academics/resources/disabilityresources.cfm,RM67U4A5X7E3
2022,141334,University of West Georgia,1601 Maple St,GA,30118-0001,6788395000,Carrollton,Carroll County,9,5,1,4,1,13,Dr .Brendan B. Kelly,President,0,1,0,0,0,586002055,31,00160100,12,1,-2,,1,1,1,1,-2,-2,www.westga.edu/,1,1,1,1,1,University System of Georgia,1,2,0,4, ,www.westga.edu/finaid/,https://www.westga.edu/apply,12060,1,122,,98,-85.097762,33.573621,13045,1303,18,-1,-1,-1,-1,-1,21,https://www.westga.edu/student-services/financialaid/npcalc.html,1,www.westga.edu/calv/index.php,https://ope.ed.gov/athletics/#/,17,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,17,13,18,7,4,13,-1,www.westga.edu/student-services/counseling/accessibility-services.php,WU6LEXX7KD81
2022,141361,Young Harris College,1 College Street,GA,30582,7063793111,Young Harris,Towns County,7,5,2,4,2,13,Dr. Drew Van Horn,President,0,1,0,0,0,580593414,43,00160400,20,1,-2,,1,1,1,1,-2,-2,www.yhc.edu/,1,1,1,1,0,-2,1,2,0,2,YHC  Young Harris,www.yhc.edu/admissions/financial-aid,https://discover.yhc.edu/applynow/inquiryform,-2,-2,-2,,132,-83.84587,34.933523,13281,1309,9,-1,-1,-1,-1,-1,40,npc.collegeboard.org/app/yhc,1,www.yhc.edu/academics/registrar/veterans,www.yhc.edu/about/administration/planning-assessment,21,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,21,10,1,10,3,8,-1,www.yhc.edu/student-life/disability/general,JRG4PP6HVB54
2022,141486,Chaminade University of Honolulu,3140 Waialae Avenue,HI,96816-1578,8087354711,Honolulu,Honolulu County,9,8,2,4,2,15,Lynn Babington,President,0,1,0,0,0,990272261,11,00160500,13,1,-2,,1,1,1,1,-2,-2,https://www.chaminade.edu/,1,1,1,1,0,-2,1,2,0,2, ,https://www.chaminade.edu/financial-aid,https://www.chaminade.edu/apply-today,46520,1,-2,,117,-157.807851,21.28995,15003,1501,18,-1,-1,-1,-1,-1,21,https://chaminade.studentaidcalculator.com/survey.aspx,0,https://chaminade.edu/financial-aid/military-and-veterans, ,18,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,19,16,9,11,4,9,-1,https://www.chaminade.edu/student-life/ada-accommodations/,H44FTK25AME3
2022,141565,University of Hawaii at Hilo,200 W Kawili St,HI,96720-4091,8089327446,Hilo,Hawaii County,9,8,1,4,1,15,Bonnie Irwin,Chancellor,0,1,0,0,0,996000354,33,00161100,11,1,-2,,1,1,1,1,-2,-2,https://hilo.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,1,2,0,2,UH Hilo / UHH,https://hilo.hawaii.edu/financialaid/,https://hilo.hawaii.edu/admissions/forms/,25900,2,-2,,98,-155.080847,19.701189,15001,1502,21,-1,-1,-1,-1,-1,31,https://hilo.hawaii.edu/financialaid/netprice/,1,https://hilo.hawaii.edu/veterans/,https://hilo.hawaii.edu/uhh/iro/RetentionGraduation.php,20,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,17,13,13,11,4,10,-1,https://hilo.hawaii.edu/studentaffairs/uds/,KEXVZ79F9UU9
2022,141574,University of Hawaii at Manoa,2500 Campus Road,HI,96822-2217,8089568111,Honolulu,Honolulu County,9,8,1,4,1,15,Michael Bruno,Provost,0,1,0,1,0,996000354,11,00161000,11,1,-2,,1,1,1,1,-2,-2,https://manoa.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,1,2,1,4,UH Manoa / UHM,https://www.hawaii.edu/fas/,https://manoa.hawaii.edu/admissions/apply/,46520,1,-2,,92,-157.818979,21.298598,15003,1501,15,-1,-1,-1,-1,-1,15,https://manoa.hawaii.edu/fas/basics/npcalc.htm,1,https://manoa.hawaii.edu/veterans/,https://hawaiiathletics.com/sports/2015/11/19/GEN_1119155404.aspx,15,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,15,14,14,13,4,16,-1,hawaii.edu/kokua/,NSCKLFSSABF2
2022,141608,Hawaii Institute of Hair Design,1128 Nuuanu Avenue,HI,96817-5195,8085336596,Honolulu,Honolulu County,2,8,3,1,9,15,Margaret Williams,President,0,1,-2,0,0,990086218,11,02139500,0,1,-2,,1,1,0,1,-2,-2,www.hihdhawaii.net/,0,1,1,1,0,-2,2,6,0,1, ,www.hihdhawaii.net/financial-aid/, ,46520,1,-2,,30,-157.861609,21.31146,15003,1501,-2,-1,-1,-1,-1,-1,-2,www.hihdhawaii.net/net-price-calculator/,0,www.hihdhawaii.net/admissions/, ,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,www.hihdhawaii.net/training/,QFPBBKNFT537
2022,141644,Hawaii Pacific University,1 Aloha Tower Drive,HI,96813,8085440200,Honolulu,Honolulu County,9,8,2,4,2,15,John Gotanda,President,0,1,0,0,0,990113930,11,00727900,13,1,-2,,1,1,1,1,-2,-2,https://www.hpu.edu/,1,1,1,1,0,-2,1,2,0,2, ,https://www.hpu.edu/financial-aid/,https://www.hpu.edu/admissions/apply/,46520,1,-2,,110,-157.859645,21.310306,15003,1501,18,-1,-1,-1,-1,-1,21,https://www.hpu.edu/financial-aid/net-price-calculator/,1,https://www.hpu.edu/military-and-veterans/index.html,https://www.hpu.edu/about-us/information/student-right-to-know.html,18,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,18,16,4,7,4,9,-1,https://www.hpu.edu/cas/accessibility/index.html,QKESSLC5LFR4
2022,141680,Honolulu Community College,874 Dillingham Blvd,HI,96817-4505,8088459211,Honolulu,Honolulu County,3,8,1,2,4,15,Karen Lee,Interim Chancellor,0,1,-2,0,0,996000354,11,00161200,40,1,-2,,1,1,0,1,-2,-2,https://www.honolulu.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,1,4,0,2,Honolulu CC / HCC,https://www.honolulu.hawaii.edu/tuition/overview/,https://uhcc2022.liaisoncas.com/applicant-ux/#/login,46520,1,-2,,81,-157.87,21.321785,15003,1501,11,-1,-1,-1,-1,-1,40,https://www.honolulu.hawaii.edu/downloads/web/paying-for-college/npcalc.htm,1,https://www.honolulu.hawaii.edu/services/veterans-services/, ,8,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,8,3,0,1,1,2,-1,https://www.honolulu.hawaii.edu/services/disability-access/,LN5ED3QCV1F5
2022,141796,Kapiolani Community College,4303 Diamond Head Road,HI,96816-4421,8087349000,Honolulu,Honolulu County,3,8,1,2,4,15,Louise Pagotto,Chancellor,0,1,-2,0,0,996000354,11,00161300,40,1,-2,,1,1,0,1,-2,-2,https://www.kapiolani.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,1,4,0,3,Kapiolani CC / KCC,https://www.kapiolani.hawaii.edu/paying-for-college/financial-aid/,https://uhcc2022.liaisoncas.com/applicant-ux/#/login,46520,1,-2,,74,-157.800213,21.27148,15003,1501,11,-1,-1,-1,-1,-1,40,https://www.kapiolani.hawaii.edu/paying-for-college/financial-aid/net-price-calculator/,1,https://www.kapiolani.hawaii.edu/admissions/veteran-and-military-resource-center/, ,2,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,6,2,0,1,1,3,-1,https://www.kapiolani.hawaii.edu/campus-life/student-services/disability-support-services-office-dsso/,DM38AFDLWMU6
2022,141802,Kauai Community College,3-1901 Kaumualii Highway,HI,96766-9500,8082458311,Lihue,Kauai County,3,8,1,2,4,15,Joseph Daisy,Chancellor,0,1,-2,0,0,996000354,33,00161400,40,1,-2,,1,1,0,1,-2,-2,https://www.kauai.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,1,4,0,2,Kauai CC / KCC,https://www.kauai.hawaii.edu/financial-aid,https://uhcc2022.liaisoncas.com/applicant-ux/#/login,28180,2,-2,,82,-159.395883,21.968887,15007,1502,11,-1,-1,-1,-1,-1,40,https://www.kauai.hawaii.edu/net-price-calculator,1,https://www.kauai.hawaii.edu/veterans, ,4,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,8,3,0,1,1,2,-1,https://www.kauai.hawaii.edu/disability-services,W9H3CLDVMLD9
2022,141811,Leeward Community College,96-045 Ala Ike,HI,96782-3366,8084550011,Pearl City,Honolulu County,3,8,1,2,4,15,Carlos Penaloza,Chancellor,0,1,-2,0,0,996000354,21,00454900,40,1,-2,,1,1,0,1,-2,-2,www.leeward.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,1,4,0,3,Leeward CC / LCC,www.leeward.hawaii.edu/finaid,https://uhcc2022.liaisoncas.com/applicant-ux/#/login,46520,1,-2,,66,-157.983771,21.39267,15003,1501,11,-1,-1,-1,-1,-1,40,www.leeward.hawaii.edu/files/netpricecalculator/,1,www.leeward.hawaii.edu/veterans-benefits, ,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,3,1,0,1,1,3,-1,www.leeward.hawaii.edu/dso,N1A9NHKWXT75
2022,141839,University of Hawaii Maui College,310 W Kaahumanu Ave,HI,96732-1617,8089843500,Kahului,Maui County,5,8,1,4,1,15,Lui Hokoana,Chancellor,0,1,0,0,0,996000354,13,00161500,30,1,-2,,1,1,0,1,-2,-2,maui.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,1,3,0,2,UH Maui College / Maui College,maui.hawaii.edu/financial/,https://uhcc2022.liaisoncas.com/applicant-ux/#/login,27980,1,-2,,189,-156.477252,20.88956,15009,1502,12,-1,-1,-1,-1,-1,40,maui.hawaii.edu/netpricecalculator/,1,maui.hawaii.edu/veterans/, ,14,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,14,5,0,5,2,9,-1,maui.hawaii.edu/disability/,EPDWD1VHEBD8
2022,141963,University of Hawaii System Office,2444 Dole St,HI,96822-2399,8089568111,Honolulu,Honolulu County,9,8,1,4,0,15,David Lassner,President,0,1,-2,-2,0,996000354,11,00788500,11,1,-2,,2,1,1,1,-2,-2,https://www.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,-2,-2,0,-2,UH System / UH,https://www.hawaii.edu/tuition/financial-aid/,https://apply.hawaii.edu/,46520,1,-2,,-2,-157.819849,21.297263,15003,1501,-2,-1,-1,-1,-1,-1,-2,https://manoa.hawaii.edu/fas/basics/npcalc.htm,-2,https://www.hawaii.edu/offices/eeo/veterans/, ,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,https://www.hawaii.edu/access/,VL5FH97BNMH5
2022,141981,University of Hawaii-West Oahu,91-1001 Farrington Highway,HI,96707-4507,8086892800,Kapolei,Honolulu County,5,8,1,4,1,15,Maenette KP Benham,Chancellor,0,1,0,0,0,996000354,21,02107800,30,1,-2,,1,1,0,1,-2,-2,https://westoahu.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,1,2,0,2,UH West Oahu / UHWO,https://westoahu.hawaii.edu/financial-aid/,https://www.sis.hawaii.edu/uhdad/bwskalog.P_DispLoginNon,46520,1,-2,,134,-158.056403,21.35531,15003,1501,22,-1,-1,-1,-1,-1,31,https://westoahu.hawaii.edu/financial-aid/net-price-calculator/,1,https://westoahu.hawaii.edu/registrar/veteran-students/, ,22,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,22,15,0,7,2,9,-1,https://westoahu.hawaii.edu/disabilityservices/,UALXDJ3K6393
2022,141990,Windward Community College,45-720 Keaahala Rd,HI,96744-3528,8082357400,Kaneohe,Honolulu County,3,8,1,2,4,15,Ardis Eschenberg,Chancellor,0,1,-2,0,0,996000354,22,01122000,40,1,-2,,1,1,0,1,-2,-2,https://windward.hawaii.edu/,1,1,1,1,1,University of Hawaii Board of Regents,1,4,0,2,Windward CC / WCC,https://windward.hawaii.edu/paying-for-college/financial-aid/,https://uhcc2022.liaisoncas.com/applicant-ux/#/login,46520,1,-2,,67,-157.813307,21.407051,15003,1502,11,-1,-1,-1,-1,-1,40,https://windward.hawaii.edu/paying-for-college/financial-aid/net-price-calculator/,1,https://windward.hawaii.edu/paying-for-college/va-educational-benefits/, ,3,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,3,1,0,1,1,2,-1,https://windward.hawaii.edu/services-for-students/disabilities-services/,SPAVLJ6CPBQ5
2022,142054,Carrington College-Boise,1122 N. Liberty St.,ID,83704-8742,2083778080,Boise,Ada County,3,7,3,2,6,16,Mitch Charles,President,0,1,-2,0,0,820381820,12,02218000,40,1,-2,,1,1,0,1,-2,-2,https://carrington.edu/,1,1,1,1,1,San Joaquin Valley College Inc.,2,4,0,1,Carrington College-Boise formerly Apollo College-Boise,https://carrington.edu/financial-aid/, ,14260,1,147,,177,-116.260675,43.615295,16001,1602,10,-1,-1,-1,-1,-1,-2,https://carrington.edu/financial-aid/how-much-will-it-cost/,1,https://carrington.edu/financial-aid/military-education-benefits/,https://docs.carrington.edu/forms/student-consumer-information/carrington-student-rights-to-know-disclosures.pdf,10,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,10,4,0,4,1,2,-1,https://carrington.edu/student-disability-accommodation/,MQUNNKM73WG3
2022,142090,Boise Bible College,8695 W Marigold St,ID,83714-1220,2083767731,Boise,Ada County,5,7,2,4,2,16,Derek Voorhees,President,0,1,0,0,0,820309302,21,02234500,30,1,-2,,1,1,0,1,-2,-2,https://boisebible.edu/,1,1,1,1,0,-2,1,2,0,1, ,https://boisebible.edu/admissions/financialaid/,https://boisebible.edu/admissions/apply/,14260,1,147,,144,-116.291321,43.658651,16001,1601,24,-1,-1,-1,-1,-1,51,https://boisebible.edu/wp-content/uploads/2022/06/Net-Price-Boise-Bible-College.html,1,https://boisebible.edu/admissions/financialaid/, ,24,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,24,18,0,11,2,8,-1,https://boisebible.edu/academics/academicresources/,NYKPAA9B9NW3
2022,142115,Boise State University,1910 University Dr,ID,83725,2084261000,Boise,Ada County,9,7,1,4,1,16,Dr. Marlene Tromp,President,0,1,0,0,0,820290701,12,00161600,11,1,-2,,1,1,1,1,-2,-2,https://www.boisestate.edu/,1,1,1,1,1,Idaho State Board of Education,1,2,0,5,Boise State,https://www.boisestate.edu/financialaid/,https://www.boisestate.edu/admissions/apply/,14260,1,147,,94,-116.203301,43.604284,16001,1602,18,-1,-1,-1,-1,-1,21,https://fs.boisestate.edu/financialaid/Net+Price+Calculator.html,1,https://www.boisestate.edu/veterans/,https://www.boisestate.edu/ie/data-and-reporting/student-right-to-know/,17,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,16,16,17,9,4,15,-1,https://www.boisestate.edu/eac/,HYWTVM5HNFM3
2022,142179,College of Eastern Idaho,1600 S 25th E,ID,83404-5788,20853530003371,Idaho Falls,Bonneville County,3,7,1,2,4,16,Rick Aman,President,0,1,-2,0,0,822124304,13,01113300,40,1,-2,,1,1,0,1,-2,-2,www.cei.edu/,1,1,1,1,0,-2,1,4,0,2,CEI,www.cei.edu/financial-aid,https://cei.elluciancrmrecruit.com/Apply/Account/Login?ReturnUrl=%2fApply,26820,1,292,,82,-111.985519,43.486041,16019,1602,1,-1,-1,-1,-1,-1,40,www.cei.edu/NPCalc/index.html,0,www.cei.edu/financial-aid/veterans-services,www.cei.edu/student-right-to-know,9,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,8,3,0,1,1,2,-1,www.cei.edu/dsr,XT2JTMJ3M2T8
2022,142276,Idaho State University,921 S 8th Ave,ID,83209,2082822700,Pocatello,Bannock County,9,7,1,4,1,16,Kevin Satterlee,President,0,1,0,0,0,826000924,13,00162000,11,1,-2,,1,1,1,1,-2,-2,www.isu.edu/,1,1,1,1,0,-2,1,2,0,4,ISU,www.isu.edu/finaid/,https://www.isu.edu/apply/,38540,1,-2,,96,-112.432312,42.863832,16005,1602,16,-1,-1,-1,-1,-1,16,https://www.isu.edu/financialaid/consumer-information/net-price-calculator/,1,https://www.isu.edu/veterans/,https://www.isu.edu/media/libraries/academic-affairs/institutional-research/graduation-statistics/ISU-Student-Right-To-Know-2022.pdf,17,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,16,17,15,7,4,12,-1,https://www.isu.edu/disabilityservices/,JJC9GJJJL4M7
2022,142285,University of Idaho,875 Perimeter Drive MS 2282,ID,83844-2282,8888843246,Moscow,Latah County,9,7,1,4,1,16,Scott Green,President,0,1,0,1,0,826000945,32,00162600,11,1,-2,,1,1,1,1,-2,-2,www.uidaho.edu/,1,1,1,1,0,-2,1,2,1,4,UIdaho,www.uidaho.edu/financial-aid,www.uidaho.edu/admissions/apply,34140,2,446,,96,-117.014167,46.727406,16057,1601,16,-1,-1,-1,-1,-1,15,www.uidaho.edu/financial-aid/cost-of-attendance,1,www.uidaho.edu/current-students/military-and-veteran-services,www.uidaho.edu/provost/ir/institutional-data/retention-graduation,16,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,16,16,17,13,4,13,-1,www.uidaho.edu/current-students/cdar,QWYKRJH5NNJ3
2022,142294,The College of Idaho,2112 Cleveland Blvd,ID,83605-4432,2084595011,Caldwell,Canyon County,7,7,2,4,2,16,Jim Everett and Doug Brigham,Co-presidents,0,1,0,0,0,820200906,22,00161700,20,1,-2,,1,1,1,1,-2,-2,www.collegeofidaho.edu/,1,1,1,1,0,-2,1,2,0,2,C of I,www.collegeofidaho.edu/financialaid,www.collegeofidaho.edu/apply,14260,1,147,,137,-116.677992,43.652284,16027,1601,21,-1,-1,-1,-1,-1,31,https://www.collegeofidaho.edu/admission-aid/cost/net-price-calculator,1, , ,21,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,22,13,1,12,3,11,-1,https://www.collegeofidaho.edu/academics/support/learning-disability-services,FMC4ER2TSTN7
2022,142328,Lewis-Clark State College,500 8th Ave,ID,83501-2698,2087925272,Lewiston,Nez Perce County,6,7,1,4,1,16,Dr. Cynthia Pemberton,President,0,1,0,0,0,826000935,13,00162100,30,1,-2,,1,1,1,1,-2,-2,www.lcsc.edu/,1,1,1,1,0,-2,1,2,0,2,LCSC,www.lcsc.edu/financialaid/,www.lcsc.edu/admissions/apply,30300,1,-2,,134,-117.024875,46.412199,16069,1601,22,-1,-1,-1,-1,-1,32,connect.lcsc.edu/npcalc,1,https://www.lcsc.edu/veterans/, ,22,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,22,15,0,7,2,9,-1,www.lcsc.edu/accessibility-services,HD5MTZEGX7W4
2022,142407,Aveda Institute-Twin Falls,837 Pole Line Road Suite 103,ID,83301,2087337777,Twin Falls,Twin Falls County,2,7,3,1,9,16,Nathan Shaw,Owner,0,1,-2,0,0,800817059,33,00987300,0,1,-2,,1,1,0,1,-2,-2,www.avedaidaho.com/,0,1,1,1,0,-2,2,6,0,1, ,www.avedaidaho.com/#!financial-aid/cr91, ,46300,1,-2,,30,-114.461545,42.593567,16083,1602,-2,-1,-1,-1,-1,-1,-2,www.avedaidaho.com/#!net-price-calculator/ccxs,0, , ,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,www.avedaidaho.com/,VAMFWG39WJ84
2022,142416,Mr Leon's School of Hair Design-Moscow,618 S Main St,ID,83843,2088822923,Moscow,Latah County,2,7,3,1,9,16,Lisa Salisbury,Owner,0,1,-2,-1,0,820291297,32,02275800,0,1,-2,,5,1,0,1,-2,-2,mrleons.com/,0,1,1,2,-1,-1,-1,-1,0,-1, ,mrleons.com/, ,34140,2,446,,-1,-117.001162,46.729532,16057,1601,-2,-1,-1,-1,-1,-1,-2,mrleons.com/,-1, , ,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1, , 
2022,142443,North Idaho College,1000 West Garden Avenue,ID,83814-2199,2087693300,Coeur d'Alene,Kootenai County,4,7,1,2,4,16,Nick Swayne,President,0,1,-2,0,0,826000936,13,00162300,40,1,-2,,1,1,0,1,-2,-2,www.nic.edu/,1,1,1,1,0,-2,1,4,0,2,NIC,www.nic.edu/Websites/index.asp?dpt=29,https://www.nic.edu/future/,17660,1,518,,63,-116.798905,47.67569,16055,1601,2,-1,-1,-1,-1,-1,40,www.nic.edu/financialaid/npcalc.htm,1,www.nic.edu/websites/default.aspx?dpt=12&pageID=339,www.nic.edu/websites/default.aspx?dpt=29&pageId=2239,4,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,1,0,1,1,3,-1,www.nic.edu/websites/default.aspx?dpt=16&pageId=,SQ6WJHZDPL62
2022,142461,Northwest Nazarene University,623 S. University Blvd.,ID,83686-5897,2084678011,Nampa,Canyon County,9,7,2,4,2,16,Joel Pearsall,President,0,1,0,0,0,820200907,22,00162400,11,1,-2,,1,1,1,1,-2,-2,https://www.nnu.edu/,1,1,1,1,0,-2,1,2,0,2,Northwest Nazarene University/Northwest Nazarene College/NNU/NNC,https://www.nnu.edu/students/student-resources/contact-info/financial-aid,https://www.nnu.edu/apply-now,14260,1,147,,111,-116.565783,43.562411,16027,1601,18,-1,-1,-1,-1,-1,22,https://tcc.ruffalonl.com/Northwest Nazarene University/Freshman Students,1,https://www.nnu.edu/students/undergraduate/more-information/veterans,https://www.nnu.edu/registrar-student-information,18,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,18,16,12,10,5,11,-1,https://www.nnu.edu/casa-disability-support,ELJHAMA4CQW5
2022,142489,Nathan Layne Institute of Cosmetology,141 East Chubbuck Road,ID,83202,2082329170,Chubbuck,Bannock County,2,7,3,1,9,16,Nathan Shaw,President/Owner,0,1,-2,0,0,853561578,23,02314000,0,1,-2,,1,1,0,1,-2,-2,https://www.nathanlayneinstitute.com/,0,1,1,1,0,-2,2,6,0,1,Nathan Layne Institute,https://www.nathanlayneinstitute.com/, ,38540,1,-2,,34,-112.464554,42.919964,16005,1602,-2,-1,-1,-1,-1,-1,-2,https://www.nathanlayneinstitute.com/NLI_NetPrice/index.html,0, , ,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,www.nathanlayneinstitute.com/,SF3MH4WXXQC9
2022,142522,Brigham Young University-Idaho,525 S Center,ID,83460-1690,2084961411,Rexburg,Madison County,5,7,2,4,2,16,Henry,Eyring,0,1,0,0,0,820207699,32,00162500,30,1,-2,,1,1,0,1,-2,-2,www.byui.edu/,1,1,1,1,0,-2,1,2,0,5,BYU-I,www.byui.edu/FinancialAid/,www.byui.edu/Admissions/,39940,2,292,,136,-111.782431,43.818408,16065,1602,22,-1,-1,-1,-1,-1,40,www.byui.edu/financial-aid/net-price-calculator,1,www.byui.edu/financial-aid/veteran-education-benefits, ,22,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,22,12,0,5,2,15,-1,www.byui.edu/disability_services,H6HCTU26L585
2022,142559,College of Southern Idaho,315 Falls Ave.,ID,83301,2087339554,Twin Falls,Twin Falls County,5,7,1,4,1,16,L. Dean Fisher,President,0,1,0,0,0,820261628,33,00161900,30,1,-2,,1,1,0,1,-2,-2,www.csi.edu/,1,1,1,1,0,-2,1,3,0,3, ,www.csi.edu/financial-aid/,www.csi.edu/apply/,46300,1,-2,,187,-114.473901,42.579837,16083,1602,3,-1,-1,-1,-1,-1,40,https://csi.studentaidcalculator.com/survey.aspx,0,www.csi.edu/prospectiveStudents_/studentServices/residency/,www.csi.edu/studentHandbook/rightToKnow.asp,6,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,6,2,0,1,1,3,-1,www.csi.edu/disability-services/,CJEELRDZ8PJ5
2022,142832,Adler University,17 North Dearborn Street,IL,60602,3126624000,Chicago,Cook County,9,3,2,4,2,17,Raymond Crossman,President,0,1,0,0,0,362515281,11,02068100,11,1,-2,,1,1,1,1,-2,-2,https://www.adler.edu/,1,1,1,1,0,-2,1,2,0,2, ,https://www.adler.edu/campuses/#chicago-financial-aid,https://adler-university.force.com/Adler_Site_Main_Login,16980,1,176,,153,-87.629156,41.882414,17031,1707,26,-1,-1,-1,-1,-1,59,https://www.adler.edu/tuition-estimator/,0,https://www.adler.edu/financial-aid-chicago/, ,26,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,26,0,8,0,7,18,-1,https://www.adler.edu/disclosures/,T7KFFP948AF8
2022,142887,American Academy of Art College,332 S Michigan Ave,IL,60604-4302,3124610600,Chicago,Cook County,5,3,3,4,3,17,Richard H Otto,President,0,1,0,0,0,463291995,11,00162800,30,1,-2,,1,1,0,1,-2,-2,https://www.aaart.edu/,1,1,1,1,0,-2,1,2,0,1, ,https://www.aaart.edu/admissions/financial-aid/,https://www.aaart.edu/online-application/,16980,1,176,,166,-87.624788,41.87742,17031,1707,30,-1,-1,-1,-1,-1,56,https://npc.collegeboard.org/app/aaart,1, , ,30,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,30,15,0,6,2,6,-1,www.aaart.edu/americans-with-disabilities-act-accommodation/,CZ4TRU6H5K86
2022,142957,American Islamic College,640 W Irving Park RD,IL,60613,7732814700,Chicago,Cook County,7,3,2,4,2,17,Timothy J. Gianotti,PRESIDENT,0,1,0,0,0,363171297,11,02311300,20,1,-2,,5,1,1,1,-2,-2,www.aicusa.edu/,1,1,1,2,0,-2,1,2,0,1, ,www.aicusa.edu/admissions/financing-your-education/,www.aicusa.edu/admissions/application-procedures/,16980,1,176,,203,-87.646898,41.954969,17031,1709,-2,-1,-1,-1,-1,-1,-2,www.aicusa.edu/admissions/financing-your-education/,0, , ,-2,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-1,www.aicusa.edu/office-of-student-services/, 
