area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Total,CBSA (MSA),15460,"Burlington, IA-IL",2188.914682500,0.000000000,0.000000000,0.988547231,0.733795294,0.906549252,0.634714403,0.640825754,0.230017805
Total,CBSA (MSA),15500,"Burlington, NC",1235.234227500,0.000000000,0.000000000,0.998976720,0.851795003,0.972115631,0.801227936,0.895199113,0.668116313
Total,CBSA (MSA),15540,"Burlington-South Burlington, VT",3620.067360000,0.000000000,0.000000000,0.926675978,0.588250698,0.513675512,0.232803771,0.381488594,0.166812151
Total,CBSA (MSA),15580,"Butte-Silver Bow, MT",1918.842152500,0.000000000,0.000000000,0.750068617,0.447219630,0.565790196,0.299390679,0.476807378,0.225613438
Total,CBSA (MSA),15620,"Cadillac, MI",2806.479130000,0.000000000,0.000000000,0.968210479,0.581406696,0.698093379,0.316356403,0.551831557,0.260021018
Total,CBSA (MSA),15660,"Calhoun, GA",978.960255000,0.000000000,0.000000000,0.992791048,0.668065419,0.830320637,0.398536690,0.624381321,0.306972240
Total,CBSA (MSA),15680,"California-Lexington Park, MD",2066.412985000,0.000000000,0.000000000,0.999388317,0.804873076,0.957589968,0.748547253,0.857885615,0.556631665
Total,CBSA (MSA),15700,"Cambridge, MD",2646.689727500,0.000000000,0.000000000,0.991244478,0.461933378,0.669479046,0.300433796,0.442114061,0.181876070
Total,CBSA (MSA),15740,"Cambridge, OH",1381.014407500,0.000000000,0.000000000,0.963542064,0.678285409,0.738768973,0.396994890,0.543741896,0.310197544
Total,CBSA (MSA),15780,"Camden, AR",3333.984290000,0.000000000,0.000000000,0.849014280,0.252527486,0.435707064,0.129470492,0.260899785,0.089915329
Total,CBSA (MSA),15820,"Campbellsville, KY",1565.767612500,0.000000000,0.000000000,0.929700639,0.445408678,0.483282879,0.154793138,0.317995291,0.092633703
Total,CBSA (MSA),15860,"Cañon City, CO",3612.062090000,0.000000000,0.000000000,0.717893386,0.363000117,0.355418173,0.167940044,0.300944827,0.111921148
Total,CBSA (MSA),15940,"Canton-Massillon, OH",2524.925357500,0.000000000,0.000000000,0.995995161,0.917567060,0.960243628,0.726127404,0.900755079,0.668724709
Total,CBSA (MSA),15980,"Cape Coral-Fort Myers, FL",4245.953075000,0.000000000,0.000000000,0.974373605,0.758198958,0.849392210,0.683329199,0.725551972,0.595212106
Total,CBSA (MSA),16020,"Cape Girardeau, MO-IL",3799.448607500,0.000000000,0.000000000,0.978570042,0.676415957,0.804995703,0.441684456,0.633777827,0.377865876
Total,CBSA (MSA),16060,"Carbondale-Marion, IL",3675.893585000,0.000000000,0.000000000,0.978652072,0.698120236,0.727548857,0.459797123,0.592498137,0.379104820
Total,CBSA (MSA),16100,"Carlsbad-Artesia, NM",9335.830140000,0.000000000,0.000000000,0.915448145,0.639802780,0.791079971,0.405079430,0.669148840,0.279898908
Total,CBSA (MSA),16140,"Carroll, IA",1494.246845000,0.000000000,0.000000000,1.000000000,0.865571690,0.846820809,0.454462146,0.591710137,0.132172565
Total,CBSA (MSA),16180,"Carson City, NV",388.782257500,0.000000000,0.000000000,0.970197778,0.851259821,0.948794365,0.825521539,0.855052831,0.677865077
Total,CBSA (MSA),16220,"Casper, WY",13510.894442500,0.543412672,0.352898986,0.895415104,0.703474729,0.529566770,0.212740413,0.347192229,0.113254177
Total,CBSA (MSA),16260,"Cedar City, UT",7756.579967500,0.000000000,0.000000000,0.829492524,0.489292359,0.685370524,0.253982265,0.520878882,0.169828488
Total,CBSA (MSA),16300,"Cedar Rapids, IA",5252.299780000,0.000000000,0.000000000,0.988849671,0.846261832,0.943045083,0.763436547,0.796506498,0.398403658
Total,CBSA (MSA),16340,"Cedartown, GA",844.029322500,0.000000000,0.000000000,0.998752028,0.639211282,0.763883689,0.332334956,0.606389617,0.247472857
Total,CBSA (MSA),16380,"Celina, OH",1232.811580000,0.000000000,0.000000000,0.999572796,0.841079973,0.931989064,0.519224197,0.893967874,0.446172249
Total,CBSA (MSA),16420,"Central City, KY",1292.113777500,0.000000000,0.000000000,0.955245781,0.565093340,0.644085759,0.239015244,0.461808103,0.169723649
Total,CBSA (MSA),16460,"Centralia, IL",1538.907825000,0.000000000,0.000000000,0.984462697,0.778644764,0.841820671,0.475017112,0.733127995,0.365571526
Total,CBSA (MSA),16500,"Centralia, WA",6978.278125000,0.000000000,0.000000000,0.647849057,0.281358491,0.433660377,0.216815094,0.308241509,0.108075472
Total,CBSA (MSA),16540,"Chambersburg-Waynesboro, PA",2017.538705000,0.000000000,0.000000000,0.941108907,0.647645400,0.816748460,0.635846298,0.727158818,0.509136473
Total,CBSA (MSA),16580,"Champaign-Urbana, IL",3826.203062500,0.000000000,0.000000000,0.999807295,0.980316586,0.991576050,0.870584997,0.968836889,0.730516173
Total,CBSA (MSA),16620,"Charleston, WV",7221.174870000,0.000000000,0.000000000,0.702024622,0.334529436,0.413370092,0.218390805,0.313408017,0.164289048
Total,CBSA (MSA),16660,"Charleston-Mattoon, IL",2310.468387500,0.000000000,0.000000000,0.995577844,0.874857534,0.880145886,0.567449282,0.824709369,0.448734899
Total,CBSA (MSA),16700,"Charleston-North Charleston, SC",9375.751157500,0.000000000,0.000000000,0.980654076,0.597173383,0.858421993,0.459549943,0.674691892,0.329858107
Total,CBSA (MSA),16740,"Charlotte-Concord-Gastonia, NC-SC",16609.881925000,0.000000000,0.000000000,0.987126641,0.746033357,0.880747035,0.650827573,0.772135202,0.533394635
Total,CBSA (MSA),16820,"Charlottesville, VA",4511.180310000,0.000000000,0.000000000,0.961380405,0.477024377,0.537241991,0.228915663,0.345381526,0.131666200
Total,CBSA (MSA),16860,"Chattanooga, TN-GA",5808.666045000,0.000000000,0.000000000,0.963515033,0.643872629,0.757117470,0.486381605,0.645921735,0.384506583
Total,CBSA (MSA),16940,"Cheyenne, WY",6596.447812500,0.692071856,0.483289421,0.935105788,0.763481038,0.742914172,0.367632735,0.571624750,0.237477046
Total,CBSA (MSA),16980,"Chicago-Naperville-Elgin, IL-IN-WI",24612.097282500,0.000000000,0.000000000,0.876111118,0.778927592,0.875576155,0.786596822,0.840636649,0.702688938
Total,CBSA (MSA),17020,"Chico, CA",4247.638395000,0.000000000,0.000000000,0.802608739,0.561945147,0.701458116,0.372662798,0.577914993,0.230868422
Total,CBSA (MSA),17060,"Chillicothe, OH",1841.738762500,0.000000000,0.000000000,0.976379754,0.747841007,0.872519302,0.515641979,0.745553331,0.404003432
Total,CBSA (MSA),17140,"Cincinnati, OH-KY-IN",12413.961787500,0.000000000,0.000000000,0.987696746,0.847609350,0.882134827,0.645819015,0.780391159,0.551126384
Total,CBSA (MSA),17220,"Clarksburg, WV",2416.222217500,0.000000000,0.000000000,0.730982170,0.437508174,0.539256288,0.329133790,0.418065304,0.222590348
Total,CBSA (MSA),17260,"Clarksdale, MS",1458.960457500,0.000000000,0.000000000,0.987076745,0.865785864,0.810122013,0.414554906,0.642697278,0.223377373
Total,CBSA (MSA),17300,"Clarksville, TN-KY",5967.718120000,0.000000000,0.000000000,0.903558317,0.595770969,0.657970912,0.366704321,0.538283677,0.279299633
Total,CBSA (MSA),17340,"Clearlake, CA",3379.593262500,0.000000000,0.000000000,0.612373383,0.402431043,0.513916160,0.270874240,0.421567711,0.159326788
Total,CBSA (MSA),17380,"Cleveland, MS",2255.274157500,0.000000000,0.000000000,0.953481855,0.870767363,0.833963850,0.532109663,0.676428004,0.308579702
Total,CBSA (MSA),17420,"Cleveland, TN",2127.295170000,0.000000000,0.000000000,0.882600515,0.516934046,0.524955437,0.325559517,0.417755991,0.235888295
Total,CBSA (MSA),17460,"Cleveland-Elyria, OH",10097.805445000,0.000000000,0.000000000,0.980973442,0.652202032,0.767780026,0.714215676,0.732835416,0.652306344
Total,CBSA (MSA),17500,"Clewiston, FL",3391.601167500,0.000000000,0.000000000,0.986800832,0.710177335,0.878381316,0.454020311,0.621106246,0.268548713
Total,CBSA (MSA),17540,"Clinton, IA",1843.318750000,0.000000000,0.000000000,0.999828571,0.824685714,0.961428571,0.716171429,0.781257143,0.344057143
Total,CBSA (MSA),17580,"Clovis, NM",3195.366720000,0.000000000,0.000000000,0.998252901,0.941917194,0.962420886,0.542556698,0.860858386,0.381098365
Total,CBSA (MSA),17620,"Coamo, PR",283.344425000,0.623048327,0.572490706,0.986988848,0.790706320,0.952788104,0.808178439,0.731226766,0.356877323
Total,CBSA (MSA),17640,"Coco, PR",414.167390000,0.430315361,0.410478128,0.658952187,0.606815870,0.640895219,0.610376399,0.564089522,0.355289929
Total,CBSA (MSA),17660,"Coeur d'Alene, ID",3686.532167500,0.000000000,0.000000000,0.789622561,0.518900540,0.630960885,0.330980885,0.520872025,0.250978599
Total,CBSA (MSA),17700,"Coffeyville, KS",1587.255442500,0.000000000,0.000000000,0.993828389,0.898267967,0.968743779,0.799787644,0.876965957,0.513172739
Total,CBSA (MSA),17740,"Coldwater, MI",1320.342887500,0.000000000,0.000000000,0.999920223,0.782688472,0.838532110,0.380614280,0.646350219,0.284004787
Total,CBSA (MSA),17780,"College Station-Bryan, TX",4906.914512500,0.000000000,0.000000000,0.987721370,0.742320489,0.823526886,0.459890523,0.707158957,0.355758291
Total,CBSA (MSA),17820,"Colorado Springs, CO",6368.297617500,0.055674093,0.031161614,0.897566946,0.536661208,0.714451116,0.417770721,0.570733886,0.325757952
Total,CBSA (MSA),17860,"Columbia, MO",4443.135515000,0.000000000,0.000000000,0.967355744,0.581741027,0.778199232,0.435493813,0.508392205,0.276302688
Total,CBSA (MSA),17900,"Columbia, SC",11192.526117500,0.000000000,0.000000000,0.990231416,0.744642807,0.816834339,0.470491911,0.665364816,0.366933624
Total,CBSA (MSA),17980,"Columbus, GA-AL",7590.049285000,0.000000000,0.000000000,0.976352383,0.543534375,0.668614172,0.241749702,0.447861445,0.165172500
Total,CBSA (MSA),18020,"Columbus, IN",1099.987297500,0.000000000,0.000000000,0.998180599,0.838456382,0.896964474,0.698745571,0.774681605,0.539117112
Total,CBSA (MSA),18060,"Columbus, MS",1322.765535000,0.000000000,0.000000000,0.987099857,0.831183309,0.932552954,0.671364867,0.616180921,0.288899506
Total,CBSA (MSA),18100,"Columbus, NE",1743.884870000,0.188632520,0.144237739,0.977772409,0.693041798,0.825018120,0.398345011,0.579246195,0.187243295
Total,CBSA (MSA),18140,"Columbus, OH",12722.270015000,0.000000000,0.000000000,0.992250501,0.896665066,0.937871537,0.740549088,0.874526006,0.630193241
Total,CBSA (MSA),18180,"Concord, NH",2357.446682500,0.000000000,0.000000000,0.968768152,0.659890085,0.542111613,0.166971985,0.351414146,0.092444484
Total,CBSA (MSA),18220,"Connersville, IN",571.218147500,0.000000000,0.000000000,0.995943205,0.564263323,0.734279919,0.269776876,0.527014568,0.175732989
Total,CBSA (MSA),18260,"Cookeville, TN",3169.981587500,0.000000000,0.000000000,0.766705433,0.414055491,0.360857285,0.152483801,0.235952816,0.084266489
Total,CBSA (MSA),18300,"Coos Bay, OR",4939.883585000,0.000000000,0.000000000,0.671137362,0.394110623,0.398098000,0.238645571,0.238922769,0.068254510
Total,CBSA (MSA),18380,"Cordele, GA",769.032582500,0.000000000,0.000000000,0.995890974,0.732639364,0.779345295,0.339131626,0.562114779,0.221887413
Total,CBSA (MSA),18420,"Corinth, MS",1036.998462500,0.000000000,0.000000000,0.994616557,0.703707466,0.882986287,0.484611478,0.534890808,0.273844591
Total,CBSA (MSA),18460,"Cornelia, GA",779.144502500,0.000000000,0.000000000,0.984182777,0.642557794,0.765039881,0.298229012,0.577125862,0.190753008
Total,CBSA (MSA),18500,"Corning, NY",3508.309577500,0.000000000,0.000000000,0.937070286,0.637163359,0.711321944,0.377248026,0.579277629,0.285345423
Total,CBSA (MSA),18580,"Corpus Christi, TX",4223.517252500,0.000000000,0.000000000,1.000000000,0.921714842,0.993266329,0.892710178,0.949796743,0.757438212
Total,CBSA (MSA),18620,"Corsicana, TX",2514.918770000,0.000000000,0.000000000,0.999664936,0.818939521,0.939939688,0.544814877,0.802688893,0.390392025
Total,CBSA (MSA),18660,"Cortland, NY",1248.190125000,0.000000000,0.000000000,0.909535865,0.618312236,0.742531646,0.452151899,0.635611814,0.378818565
Total,CBSA (MSA),18700,"Corvallis, OR",1885.241085000,0.000000000,0.000000000,0.943289753,0.555816292,0.626271092,0.448765225,0.528941781,0.361884009
Total,CBSA (MSA),18740,"Coshocton, OH",1476.866982500,0.000000000,0.000000000,0.993010484,0.621496327,0.710291705,0.330147636,0.545538835,0.260109835
Total,CBSA (MSA),18780,"Craig, CO",11490.933090000,0.706348770,0.497405859,0.656849265,0.320435962,0.111291387,0.032908004,0.080665860,0.019084809
Total,CBSA (MSA),18820,"Crawfordsville, IN",1339.092072500,0.000000000,0.000000000,0.991583419,0.854322347,0.917407378,0.540785023,0.742625659,0.388421301
Total,CBSA (MSA),18860,"Crescent City, CA",3281.739370000,0.000000000,0.000000000,0.457953524,0.288644242,0.287938118,0.182918218,0.112690974,0.034439594
Total,CBSA (MSA),18880,"Crestview-Fort Walton Beach-Destin, FL",6914.867960000,0.000000000,0.000000000,0.969595418,0.571883378,0.743739337,0.445390568,0.544433951,0.365113941
Total,CBSA (MSA),18900,"Crossville, TN",1884.503757500,0.000000000,0.000000000,0.938907831,0.599798782,0.521994299,0.199485775,0.314459784,0.100162093
Total,CBSA (MSA),18980,"Cullman, AL",1989.309595000,0.000000000,0.000000000,0.998570370,0.919358255,0.970613153,0.696335910,0.662819019,0.414222175
Total,CBSA (MSA),19000,"Cullowhee, NC",2920.027565000,0.000000000,0.000000000,0.715280283,0.381357766,0.350227256,0.149448092,0.195656879,0.039571459
Total,CBSA (MSA),19060,"Cumberland, MD-WV",1992.574902500,0.000000000,0.000000000,0.899614104,0.575566950,0.821377597,0.579214463,0.641380769,0.346407993
Total,CBSA (MSA),19100,"Dallas-Fort Worth-Arlington, TX",20896.914675000,0.000000000,0.000000000,0.997394022,0.930177932,0.976944402,0.840395181,0.934593477,0.745244216
Total,CBSA (MSA),19140,"Dalton, GA",1743.463540000,0.000000000,0.000000000,0.958796520,0.636962301,0.789088932,0.464294345,0.638110198,0.353612856
Total,CBSA (MSA),19180,"Danville, IL",2387.782442500,0.000000000,0.000000000,0.997353214,0.940314968,0.965944682,0.781507786,0.892672813,0.632273148
Total,CBSA (MSA),19220,"Danville, KY",1442.423255000,0.000000000,0.000000000,0.940411859,0.669344238,0.780122681,0.398495692,0.660800351,0.307214839
Total,CBSA (MSA),19260,"Danville, VA",2853.668090000,0.000000000,0.000000000,0.949653034,0.548169201,0.677284807,0.280193415,0.504909198,0.202864314
Total,CBSA (MSA),19300,"Daphne-Fairhope-Foley, AL",5165.716465000,0.000000000,0.000000000,0.933669100,0.700236532,0.756351699,0.516475674,0.601260144,0.397883447
Total,CBSA (MSA),19340,"Davenport-Moline-Rock Island, IA-IL",6059.673392500,0.000000000,0.000000000,0.998001008,0.818839194,0.923360392,0.647812408,0.740756836,0.379356498
Total,CBSA (MSA),19420,"Dayton, TN",923.660692500,0.000000000,0.000000000,0.904664158,0.577602919,0.587752309,0.231383282,0.424905919,0.130687650
Total,CBSA (MSA),19430,"Dayton-Kettering, OH",3403.714405000,0.000000000,0.000000000,1.000000000,0.991118401,0.999071610,0.953735223,0.979544470,0.863836108
Total,CBSA (MSA),19460,"Decatur, AL",3464.175260000,0.000000000,0.000000000,0.912673315,0.697062758,0.805765021,0.547129652,0.638804427,0.401027730
Total,CBSA (MSA),19500,"Decatur, IL",1569.770247500,0.000000000,0.000000000,0.999865799,0.960209354,0.996980474,0.940213380,0.971482252,0.754680266
Total,CBSA (MSA),19540,"Decatur, IN",881.949022500,0.000000000,0.000000000,0.998686253,0.743461125,0.898005494,0.404753374,0.761136988,0.248417533
Total,CBSA (MSA),19580,"Defiance, OH",1063.226255000,0.000000000,0.000000000,0.998811175,0.866356251,0.971170993,0.527640182,0.874578958,0.452149792
Total,CBSA (MSA),19620,"Del Rio, TX",7169.983275000,0.000000000,0.000000000,0.626898781,0.234479213,0.348259145,0.156221537,0.260452475,0.109593066
Total,CBSA (MSA),19660,"Deltona-Daytona Beach-Ormond Beach, FL",5716.605440000,0.000000000,0.000000000,0.996333284,0.725438532,0.908921728,0.622641509,0.730616156,0.494417011
Total,CBSA (MSA),19700,"Deming, NM",6545.572215000,0.000000000,0.000000000,0.883428277,0.515722056,0.686910624,0.212223617,0.574555051,0.153454990
Total,CBSA (MSA),19740,"Denver-Aurora-Lakewood, CO",20059.205302500,0.232685875,0.167740513,0.910595105,0.640679070,0.648965275,0.340753110,0.523721756,0.256026928
Total,CBSA (MSA),19760,"DeRidder, LA",2762.976807500,0.000000000,0.000000000,0.944302543,0.489764020,0.744996378,0.279059129,0.466356601,0.220235599
Total,CBSA (MSA),19780,"Des Moines-West Des Moines, IA",9571.248277500,0.000000000,0.000000000,0.997072645,0.872770093,0.907183026,0.695874190,0.750063279,0.408905323
Total,CBSA (MSA),19820,"Detroit-Warren-Dearborn, MI",10568.536387500,0.000000000,0.000000000,0.986505208,0.910061295,0.982727862,0.843165396,0.910430059,0.743110580
Total,CBSA (MSA),19860,"Dickinson, ND",6453.722275000,0.000000000,0.000000000,0.952342092,0.670213808,0.746335890,0.320270932,0.610266036,0.232005876
Total,CBSA (MSA),19940,"Dixon, IL",1885.557082500,0.000000000,0.000000000,0.999720686,0.790793810,0.915088543,0.506563879,0.693257360,0.225741579
Total,CBSA (MSA),19980,"Dodge City, KS",2616.669965000,0.000000000,0.000000000,1.000000000,0.878471943,0.858304484,0.366717656,0.675952017,0.261734160
Total,CBSA (MSA),20020,"Dothan, AL",4581.858417500,0.000000000,0.000000000,0.987608911,0.686820387,0.701694292,0.339479068,0.529207568,0.234901952
Total,CBSA (MSA),20060,"Douglas, GA",2632.680505000,0.000000000,0.000000000,0.994998800,0.579939185,0.700768184,0.267224134,0.495798992,0.203888933
Total,CBSA (MSA),20100,"Dover, DE",2119.605897500,0.000000000,0.000000000,0.999652139,0.751677185,0.876956716,0.644536103,0.744421806,0.471649356
Total,CBSA (MSA),20140,"Dublin, GA",3711.495970000,0.000000000,0.000000000,0.994579407,0.574157112,0.655778181,0.256158474,0.501135203,0.195226473
Total,CBSA (MSA),20180,"DuBois, PA",2952.469975000,0.000000000,0.000000000,0.919550482,0.543310738,0.693578309,0.329040314,0.569247235,0.253549768
Total,CBSA (MSA),20220,"Dubuque, IA",1586.202117500,0.000000000,0.000000000,0.995882861,0.869513248,0.924364168,0.707948735,0.750116210,0.374726077
Total,CBSA (MSA),20260,"Duluth, MN-WI",29282.961662500,0.000000000,0.000000000,0.895811226,0.477631697,0.570993327,0.235297926,0.408870344,0.188964227
Total,CBSA (MSA),20300,"Dumas, TX",2100.646047500,0.000000000,0.000000000,0.982048839,0.691621120,0.901970616,0.477611192,0.762172191,0.372311087
Total,CBSA (MSA),20340,"Duncan, OK",2080.632872500,0.000000000,0.000000000,0.994583101,0.837898041,0.855667494,0.579911912,0.686731129,0.366121602
Total,CBSA (MSA),20420,"Durango, CO",3933.326215000,0.000000000,0.000000000,0.755181833,0.456643993,0.603609876,0.265036688,0.505570136,0.176637566
Total,CBSA (MSA),20460,"Durant, OK",2219.987770000,0.000000000,0.000000000,0.977509964,0.721911179,0.797732017,0.505883469,0.570127159,0.342712090
Total,CBSA (MSA),20500,"Durham-Chapel Hill, NC",6676.605845000,0.000000000,0.000000000,0.985375319,0.597024580,0.713422522,0.416653520,0.513141703,0.286293503
Total,CBSA (MSA),20540,"Dyersburg, TN",1357.841257500,0.000000000,0.000000000,0.985726476,0.668993872,0.841517338,0.329609805,0.706306726,0.235901016
Total,CBSA (MSA),20580,"Eagle Pass, TX",2864.517337500,0.000000000,0.000000000,0.996727340,0.637543666,0.909468652,0.496635411,0.769700313,0.373892260
Total,CBSA (MSA),20660,"Easton, MD",1275.365910000,0.000000000,0.000000000,0.992236538,0.510158573,0.750000000,0.389742319,0.532623059,0.236290056
Total,CBSA (MSA),20700,"East Stroudsburg, PA",1576.300862500,0.000000000,0.000000000,0.980020047,0.648580020,0.842632810,0.558102239,0.726227865,0.438356164
Total,CBSA (MSA),20740,"Eau Claire, WI",4170.324340000,0.000000000,0.000000000,0.979061427,0.684835320,0.711759952,0.422610628,0.600803193,0.354844413
Total,CBSA (MSA),20780,"Edwards, CO",4036.657397500,0.000000000,0.000000000,0.446076769,0.198001200,0.273517209,0.095921509,0.181692456,0.055841140
Total,CBSA (MSA),20820,"Effingham, IL",1293.588432500,0.000000000,0.000000000,0.992264474,0.817930136,0.806286133,0.382786418,0.691311782,0.311456722
Total,CBSA (MSA),20900,"El Campo, TX",2506.808167500,0.000000000,0.000000000,0.992730787,0.837472163,0.938400773,0.653514854,0.869994538,0.554477079
Total,CBSA (MSA),20940,"El Centro, CA",10131.195847500,0.000000000,0.000000000,0.884345466,0.668922783,0.803208467,0.476196417,0.686160756,0.280860443
Total,CBSA (MSA),20980,"El Dorado, AR",2557.051770000,0.000000000,0.000000000,0.888408304,0.330738178,0.543582139,0.172062943,0.324888779,0.124608667
Total,CBSA (MSA),21020,"Elizabeth City, NC",1750.310152500,0.000000000,0.000000000,0.969248360,0.608413071,0.646566769,0.330444725,0.400493471,0.153336944
Total,CBSA (MSA),21060,"Elizabethtown-Fort Knox, KY",3358.842760000,0.000000000,0.000000000,0.912757150,0.615247115,0.705061465,0.391212995,0.582225289,0.295973407
Total,CBSA (MSA),21120,"Elk City, OK",2099.276725000,0.000000000,0.000000000,0.953487205,0.794380331,0.790416458,0.539839438,0.727546412,0.424134471
Total,CBSA (MSA),21140,"Elkhart-Goshen, IN",1199.631842500,0.000000000,0.000000000,1.000000000,0.980419703,0.999648784,0.963210115,0.982527000,0.884801124
Total,CBSA (MSA),21180,"Elkins, WV",2782.147322500,0.000000000,0.000000000,0.396547155,0.213758377,0.281982357,0.135047136,0.188619241,0.087494794
Total,CBSA (MSA),21220,"Elko, NV",52888.185577500,0.000000000,0.000000000,0.635846543,0.332719918,0.454626205,0.162096924,0.327125493,0.100743467
Total,CBSA (MSA),21260,"Ellensburg, WA",6662.807287500,0.000000000,0.000000000,0.777677654,0.516054067,0.605043080,0.395304719,0.457323532,0.198751087
Total,CBSA (MSA),21300,"Elmira, NY",1029.941185000,0.000000000,0.000000000,0.918899570,0.641849049,0.782879935,0.502965842,0.682348128,0.411024749
Total,CBSA (MSA),21340,"El Paso, TX",12311.999927500,0.000000000,0.000000000,0.804426497,0.429354847,0.449416958,0.241703526,0.393225936,0.191911846
Total,CBSA (MSA),21380,"Emporia, KS",4016.749555000,0.000000000,0.000000000,0.996564745,0.889363822,0.814181570,0.361252426,0.593119001,0.154638905
Total,CBSA (MSA),21420,"Enid, OK",2520.606725000,0.000000000,0.000000000,0.998871709,0.885959047,0.961805265,0.585415796,0.840451316,0.338696197
Total,CBSA (MSA),21460,"Enterprise, AL",1788.440517500,0.000000000,0.000000000,0.993285824,0.585605748,0.581188527,0.227869721,0.358737264,0.156310737
Total,CBSA (MSA),21500,"Erie, PA",3908.889075000,0.000000000,0.000000000,0.912907572,0.473268661,0.794475883,0.598221504,0.658259229,0.455025600
Total,CBSA (MSA),21540,"Escanaba, MI",4780.726177500,0.000000000,0.000000000,0.823099125,0.240222971,0.328331901,0.061030692,0.169762267,0.039702999
Total,CBSA (MSA),21580,"Española, NM",13535.647580000,0.005423956,0.002474631,0.672718359,0.299866152,0.408049555,0.124143996,0.300986740,0.083149163
Total,CBSA (MSA),21640,"Eufaula, AL-GA",2836.814890000,0.000000000,0.000000000,0.971372345,0.586551314,0.493093718,0.147445418,0.337368187,0.107307292
Total,CBSA (MSA),21660,"Eugene-Springfield, OR",12928.721715000,0.000000000,0.000000000,0.632684819,0.291057666,0.307294976,0.168002803,0.239054276,0.131193886
Total,CBSA (MSA),21700,"Eureka-Arcata, CA",10647.430430000,0.000000000,0.000000000,0.560316173,0.280934668,0.263098017,0.128922480,0.168740849,0.045763919
Total,CBSA (MSA),21740,"Evanston, WY",5111.048897500,0.106856542,0.022175051,0.973435278,0.900624446,0.396719082,0.122972611,0.269191930,0.057622159
Total,CBSA (MSA),21780,"Evansville, IN-KY",4083.109030000,0.000000000,0.000000000,0.997007533,0.884557837,0.938319059,0.661309462,0.811603550,0.502166959
Total,CBSA (MSA),21820,"Fairbanks, AK",20695.940265000,0.277379098,0.173863255,0.341878645,0.131818691,0.195193453,0.072240714,0.093219735,0.037499618
Total,CBSA (MSA),21840,"Fairfield, IA",1158.868165000,0.000000000,0.000000000,0.980185421,0.771677877,0.896564261,0.676967824,0.650881658,0.244864570
Total,CBSA (MSA),21860,"Fairmont, MN",1873.759842500,0.000000000,0.000000000,1.000000000,0.951880376,0.948395076,0.440778009,0.767271910,0.341896678
Total,CBSA (MSA),21900,"Fairmont, WV",821.698832500,0.000000000,0.000000000,0.867452891,0.580951160,0.665555698,0.413408537,0.589411614,0.319830791
Total,CBSA (MSA),21980,"Fallon, NV",12386.996667500,0.000000000,0.000000000,0.785117220,0.462376381,0.299832482,0.115732277,0.221719572,0.056837218
Total,CBSA (MSA),22020,"Fargo, ND-MN",6988.916707500,0.000000000,0.000000000,0.999969857,0.977995810,0.990535184,0.688429715,0.870853491,0.557037573
Total,CBSA (MSA),22060,"Faribault-Northfield, MN",1300.540377500,0.000000000,0.000000000,0.999919009,0.926621851,0.965659674,0.683080910,0.850489998,0.527334575
Total,CBSA (MSA),22100,"Farmington, MO",1177.933347500,0.000000000,0.000000000,0.989090584,0.748904587,0.831261737,0.476705714,0.608334079,0.342215863
Total,CBSA (MSA),22140,"Farmington, NM",12704.258157500,0.009949341,0.006375870,0.926084685,0.597590601,0.599936988,0.204599912,0.474434338,0.156403645
Total,CBSA (MSA),22180,"Fayetteville, NC",4796.210055000,0.000000000,0.000000000,0.993806826,0.800193262,0.856173409,0.583849431,0.671146835,0.416128607
Total,CBSA (MSA),22220,"Fayetteville-Springdale-Rogers, AR",6544.097560000,0.000000000,0.000000000,0.917975792,0.650479655,0.746249678,0.513810198,0.595544682,0.390838269
Total,CBSA (MSA),22260,"Fergus Falls, MN",5511.207065000,0.000000000,0.000000000,0.999216391,0.806142732,0.836493253,0.300600130,0.629888001,0.133920722
Total,CBSA (MSA),22280,"Fernley, NV",4986.967212500,0.000000000,0.000000000,0.859562784,0.679015736,0.719780336,0.400380188,0.604562256,0.260027458
Total,CBSA (MSA),22300,"Findlay, OH",1374.378460000,0.000000000,0.000000000,1.000000000,0.988274065,0.999080319,0.856069896,0.933629675,0.680870632
Total,CBSA (MSA),22340,"Fitzgerald, GA",701.514450000,0.000000000,0.000000000,0.999549550,0.668168168,0.745945946,0.302852853,0.598198198,0.250300300
Total,CBSA (MSA),22380,"Flagstaff, AZ",42697.898197500,0.002629742,0.001379011,0.693995259,0.301976253,0.291790321,0.078418603,0.188349701,0.037388711
Total,CBSA (MSA),22420,"Flint, MI",1614.009897500,0.000000000,0.000000000,0.999804216,0.957123279,0.983097305,0.936043856,0.951641324,0.888468316
Total,CBSA (MSA),22500,"Florence, SC",4085.321012500,0.000000000,0.000000000,0.997679515,0.864844656,0.859146577,0.528529071,0.716178935,0.386850587
Total,CBSA (MSA),22520,"Florence-Muscle Shoals, AL",3511.680217500,0.000000000,0.000000000,0.966165752,0.665406881,0.781697111,0.470560005,0.622184229,0.338942380
Total,CBSA (MSA),22540,"Fond du Lac, WI",1907.360910000,0.000000000,0.000000000,0.999779103,0.903247184,0.980008836,0.874033576,0.803788381,0.545228628
